full_text,clean_text,sentiment,confidence,label_final,platform
#zonauang #zonaba #onlineclass #lesinggris #lesbahasainggris #vocabulary #basic https://t.co/PUqPBlrI4r",welcome to the wave of success program kelas bahasa inggris akan bikin kamu lancar bahasa inggris yuk ikut upgrade skill bareng kita karena kaburajadulu juga butuh skill zonauang zonaba onlineclass lesinggris lesbahasainggris vocabulary basic,netral,85.86,netral,X
"Salah satu pertanyaan gw.. kaum LGBT mau ada negara yang nerima keberadaan mereka? ya kenapa ga #KaburAjaDulu ke negara yg mereka mau? Ragil aja kaburnya ke German, Bima Lampung? kabur ke Aussie. Ya sok tinggal settle a life disana ketimbang maksa cekokin orang sini buat nerima😌",salah satu pertanyaan saya kaum lgbt mau ada negara yang nerima keberadaan mereka iya kenapa ga kaburajadulu ke negara yang mereka mau ragil saja kaburnya ke german bima lampung kabur ke aussie iya sok tinggal settle a life disana ketimbang maksa cekokin orang sini buat nerima,negatif,99.59,negatif,X
realisasikan #kaburajadulu,realisasikan kaburajadulu,positif,80.86,positif,X
"Lah, dulu ada tagar #kaburajadulu , di katain gak punya rasa nasionalisme lah, kaum pembenci lah, apalah..
Piye to iki? 🤣🤣🤣",lah dulu ada tagar kaburajadulu di katain gak punya rasa nasionalisme lah kaum pembenci lah apalah piye to iki,negatif,99.79,negatif,X
manifesting 2027 gua bisa #kaburajadulu,manifesting saya bisa kaburajadulu,negatif,94.29,negatif,X
Harey... Dah elok2 #kaburajadulu. Buat perangai setan.,harey deh elok kaburajadulu buat perangai setan,negatif,99.43,negatif,X
"https://t.co/lxtmbrMYGT  

Orang Indonesia mencari cara keluar dari negaranya  

https://t.co/UXKtWuy25b  

#KaburAjaDulu",orang indonesia mencari cara keluar dari negaranya kaburajadulu,negatif,97.99,negatif,X
"Negara yang katanya ""syurgo"" dan ""maju"", destinasi tujuan dari kaum2 #KaburAjaDulu",negara yang katanya syurgo dan maju destinasi tujuan dari kaum kaburajadulu,negatif,75.93,negatif,X
"Program #kaburajadulu
 silahkan dilanjutkan https://t.co/3LCuTj4AoM",program kaburajadulu silahkan dilanjutkan,netral,93.98,netral,X
udah bisa pake #kaburajadulu,sudah bisa pakai kaburajadulu,netral,99.17,netral,X
"@intinyadeh M30,dom Jateng tapi lagi #KaburAjaDulu

Cari kenalan syukur2 dapet jodoh.I can cook for u.#GakNgerokokCuy 
Only date to marry.Temenan? gas aja. https://t.co/9jySZcw96z",m dom jateng tapi lagi kaburajadulu cari kenalan syukur dapat jodoh i belum cook for kamu gakngerokokcuy only date to marry temenan gas saja,negatif,75.09,negatif,X
"Yg masih usah mati2an buat #KaburAjaDulu cuma buat hidup layak meski masih terbatas secara finansial, don’t stop.

Trust me, the ""stress"" of freedom is better than the ""comfort"" of a cage.",yang masih perlu matian buat kaburajadulu cuma buat hidup layak meski masih terbatas secara finansial don t stop trust me the stress of freedom is better than the comfort of a cage,negatif,94.86,negatif,X
"Kesalahan fundamental orang Indonesia ketika pengen #kaburajadulu

Ngitung semuanya pake standar rupiah",kesalahan fundamental orang indonesia ketika pengen kaburajadulu ngitung semuanya pakai standar rupiah,negatif,98.74,negatif,X
"Mulai dari tren #kaburajadulu, dance velocity, sampai tren diet ala model Victoria Secret, berikut deretan tren viral di TikTok 2025
 https://t.co/ALYxsBPU8P",mulai dari trend kaburajadulu dance velocity sampai trend diet ala model victoria secret berikut deretan trend viral di tiktok,netral,79.86,netral,X
#KaburAjaDulu Pergi Bukan Berarti Lari https://t.co/W7y6WtbEKW,kaburajadulu pergi bukan berarti lari,negatif,98.82,negatif,X
"Sebenernya kita bicara itu sama siapa ?, presiden ?.

Lah presidennya udah ga mau denger semua kata rakyatnya kok

Apalagi 2029/30.. semua kepala daerah dipilih oleh DRPD... Lbh ga denger lagi

Percumah dah

Mending #kaburajadulu atau sekalian #lawansampetuntas",sebenernya kita bicara itu sama siapa presiden lah presidennya sudah ga mau denger semua kata rakyatnya kok apalagi semua kepala daerah dipilih oleh drpd lbh ga denger lagi percumah deh lebih baik kaburajadulu atau sekalian lawansampetuntas,negatif,99.52,negatif,X
Di “cancel” dengan tagar #KaburAjaDulu,di cancel dengan tagar kaburajadulu,negatif,99.44,negatif,X
"ni gue klo abis lulus trs blm bisa #KaburAjaDulu ke Luar negeri, seenggaknya gue nanti tinggalnya di jaksel/jakpus/bsd 

gue udh bilang sih bakalan tinggal sendiri sama bunda gue walaupun gue ada rumah di jakarta. pengen punya unit since harga property indo mahal jd sewa jeu",ini saya kalau habis lulus terus belum bisa kaburajadulu ke luar negeri seenggaknya saya nanti tinggalnya di jaksel jakpus bsd saya udh bilang sih akan tinggal sendiri sama bunda saya walaupun saya ada rumah di jakarta pengen punya unit since harga property indo mahal jadi sewa jeu,negatif,98.87,negatif,X
Kita usahakan #kaburajadulu itu,kita usahakan kaburajadulu itu,negatif,97.0,negatif,X
Si paling living abroad anjing udah kaya orang naik gunung sok sokan paling tahu hidup. Paham esensi #kaburajadulu aja kaga tolol,si paling living abroad anjing sudah kaya orang naik gunung sok sokan paling tahu hidup paham esensi kaburajadulu saja tidak tolol,negatif,98.98,negatif,X
Tagar #KaburAjaDulu udah mulai hilang nih 😂,tagar kaburajadulu sudah mulai hilang ini,negatif,99.62,negatif,X
Yuk kita jawab Indonesia... Biar di posisi nomor 1... Benci negaranya tapi ga mau #kaburajadulu ...,yuk kita jawab indonesia biar di posisi nomor benci negaranya tapi ga mau kaburajadulu,negatif,98.48,negatif,X
"Ada.
Gimana caranya #kaburajadulu dari Indonesia?",ada bagaimana caranya kaburajadulu dari indonesia,netral,91.99,netral,X
"Katanya kalian semua mau #Kaburajadulu

Giliran disuruh pergi Dari Indo gamau

Eh ga bisa maksudnya 🤭",katanya kalian semua mau kaburajadulu giliran disuruh pergi dari indo gamau eh ga bisa maksudnya,negatif,99.52,negatif,X
udh bener #kaburajadulu,udh benar kaburajadulu,negatif,99.5,negatif,X
Presiden @prabowo gak mau make #kaburajadulu yg sempet rame?,presiden gak mau make kaburajadulu yang sempat ramai,negatif,99.1,negatif,X
"Katanya kalo gaji udah ratusan juta, ga perlu #KaburAjaDulu, bisa hidup enak di Jakarta.

Mamam tuh kelakuan pemerenta lu 🤣",katanya kalau gaji sudah ratusan juta ga perlu kaburajadulu bisa hidup enak di jakarta mamam tuh kelakuan pemerenta kamu,negatif,99.54,negatif,X
"Perasaan kemaren pas lagi rame soal #KaburAjaDulu dia sewot, udah gitu dia ngomel ngancem ngusir warga kl ga bayar pajak, sekarang dia ngambek mau keluar sendiri... 

Udah tua bukannya sadar",perasaan kemarin pas lagi ramai soal kaburajadulu dia sewot sudah gitu dia ngomel ngancem ngusir warga kalau ga bayar pajak sekarang dia marah mau keluar sendiri sudah tua bukannya sadar,negatif,99.81,negatif,X
"Dulu juga negara lagi darurat dia kabur ke Jordan. 
Riiil pelopor #kaburajadulu",dulu juga negara lagi darurat dia kabur ke jordan riiil pelopor kaburajadulu,negatif,99.35,negatif,X
"Brain drain itu namanya. Mangkanya gw ambivalen kalo ditanya urusan #kaburajadulu . Banyak kok anak2 kita yg di luar negri yg mau mengabdi kembali. Yg bikin ga mau kan birokrasi, administrasi, dan politiknya yg kacrut",brain drain itu namanya mangkanya saya ambivalen kalau ditanya urusan kaburajadulu banyak kok anak kita yang di luar negri yang mau mengabdi kembali yang bikin ga mau kan birokrasi administrasi dan politiknya yang kacau,negatif,99.51,negatif,X
"❓ Break dulu sih yg lama2 kak, kalau perlu ena #kaburajadulu pergi jauh dari eiden, biar si om om itu sadar KOMUNIKASI ITU PENTING. maaf eiden walaupun kamu ...
💬 bangga banget lu ganteng lu aman gak berlaku buat eiden 🥺  https://t.co/QxV7Eeb6Sz",break dulu sih yang lama kak kalau perlu ena kaburajadulu pergi jauh dari eiden biar si om om itu sadar komunikasi itu penting maaf eiden walaupun kamu bangga banget kamu ganteng kamu aman gak berlaku buat eiden,negatif,96.26,negatif,X
Sebenernya ini kayanya nyambung ke pertanyaan kemaren Ngably soal “apa kelebihan orang Indo bagi market luar buat #KaburAjaDulu”,sebenernya ini kayaknya nyambung ke pertanyaan kemarin ngably soal apa kelebihan orang indo bagi market luar buat kaburajadulu,negatif,70.55,negatif,X
"@girikuncoro Walaupun reality kicks in, para penjual kursus tetap setia menunggangi hashtag  #KaburAjaDulu dengan mengiming-iming tech talent junior yg naif dengan mimpi kerja di Jepang dgn gaji tiga digit 😂",walaupun reality kicks in para penjual kursus tetap setia menunggangi hashtag kaburajadulu dengan mengiming iming tech talent junior yang naif dengan mimpi kerja di jepang dengan gaji tiga digit,negatif,98.97,negatif,X
"Ini balik ke kepercayaan masing2.

Kalo mau “mengabdi bagi negeri”, jelas BUMN. Apapun itu, bagaimanapun nanti, pasti akan happy karena sesuai dengan values.

Kalo “mengejar passion” go di swasta. Apalagi yang masih punya cita2 #KaburAjaDulu.",ini balik ke kepercayaan masing kalau mau mengabdi bagi negeri jelas bumn apapun itu bagaimanapun nanti pasti akan bahagia karena sesuai dengan values kalau mengejar passion go di swasta apalagi yang masih punya cita kaburajadulu,positif,98.44,positif,X
Aku bisa terima sih kalo ada orang Indonesia yg menolak #KaburAjaDulu karena FOMO sama karya-karyanya Imajinari.,aku bisa terima sih kalau ada orang indonesia yang menolak kaburajadulu karena fomo sama karya karyanya imajinari,positif,94.11,positif,X
RUU KUHAP udh disahin hehehe. Kata gw mah hati² ae dah kalau bisa #kaburajadulu,ruu kuhap udh disahin hehehe kata saya mah hati² ae deh kalau bisa kaburajadulu,negatif,83.72,negatif,X
apa gue #kaburajadulu ke china ya drpd jepang....,apa saya kaburajadulu ke china iya drpd jepang,negatif,97.07,negatif,X
Negara ini kusut banget kalau diliat udah betul kayaknya kalau bisa #kaburajadulu ya kabur zzzz,negara ini kusut banget kalau diliat sudah betul kayaknya kalau bisa kaburajadulu iya kabur zzzz,negatif,99.84,negatif,X
@teeeeradech kata gw mah enih km wni yg minggat ya kak bukan warga asli malay #iri #dengki #kaburajadulu,kata saya mah enih kamu wni yang minggat iya kak bukan warga asli malay iri dengki kaburajadulu,negatif,99.8,negatif,X
TKI blue collar gak pake hashtag #KaburAjaDulu dalam hati: kamu baru nyebur aku udah kering.,tki blue collar gak pakai hashtag kaburajadulu dalam hati kamu baru nyebur aku sudah kering,negatif,99.18,negatif,X
@NenkMonica Sepertinya royati yang ke negara memang dijaga sangat kecil sehingga sisanya bisa sangat jauh lebih besar untuk dijadikan bancakan setan! @prabowo #indonesiagelap,sepertinya royati yang ke negara memang dijaga sangat kecil sehingga sisanya bisa sangat jauh lebih besar untuk dijadikan bancakan setan indonesiagelap,negatif,88.34,negatif,X
Benturan2 kepentingan (conflicts of interest) yang menjadi salah satu akar dari korupsi-kolusi-nepotisme benar2 diabaikan dalam pelaksanaan pemerintahan #Indonesia di rezim sebelumnya maupun saat ini! ‍️ #IndonesiaGelap #IndonesiaCemas2045 #ResetIndonesia #NKRI https://t.co/SUEjSxmSlC,benturan kepentingan conflicts of interest yang menjadi salah satu akar dari korupsi kolusi nepotisme benar diabaikan dalam pelaksanaan pemerintahan indonesia di rezim sebelumnya maupun saat ini indonesiagelap indonesiacemas resetindonesia nkri,negatif,78.84,negatif,X
@nanininaninna #indonesiagelap wkwkwkw,indonesiagelap wkwkwkw,negatif,85.99,negatif,X
@KangManto123 Dasar otak udang banyak omon. Itu kebocoran triliunan disekitar ...pejabat... #NegeriParaBajinhan #NegeriParaKoruptor #IndonesiaGelap https://t.co/GLrNmeYac5,dasar otak udang banyak omon itu kebocoran triliunan disekitar pejabat negeriparabajinhan negeriparakoruptor indonesiagelap,negatif,99.04,negatif,X
KKN GENG SOLO OLIGARKI PARCOK. #IndonesiaGelap #ResetIndonesia https://t.co/x6ZLZ1FVii,kkn geng solo oligarki parcok indonesiagelap resetindonesia,netral,87.03,netral,X
Hellyana tidak dilindungi Parcok KPU Universitas nya Beda jauh dengan Bekas presiden terlindungi secara sistematis... Beda nasib apa Beda perlakuan... #IndonesiaSakit #IndonesiaGelap @prabowo @Jokowimania @AhliKapolri @indo_pol https://t.co/ZOUxD0Y3WV,hellyana tidak dilindungi parcok kpu universitas nya beda jauh dengan bekas presiden terlindungi secara sistematis beda nasib apa beda perlakuan indonesiasakit indonesiagelap,negatif,94.86,negatif,X
@indepenSumatera Orang bodoh di indo makin mengenaskan.pilih pemimpin kok dilihat dari fisik gembrot . #IndonesiaGelap Pantesan suram #IndonesiaGelap,orang bodoh di indo makin mengenaskan pilih pemimpin kok dilihat dari fisik gembrot indonesiagelap pantesan suram indonesiagelap,negatif,99.69,negatif,X
Akibat reaksi BNPB &amp; pimpinan negara yang memberi pepesan kosong lamban &amp; kemayu dalam tindakan? Akan menambah kemungkinan banyak korban nyawa saudara setanah air.. @prabowo #indonesiagelap,akibat reaksi bnpb amp pimpinan negara yang memberi pepesan kosong lamban amp kemayu dalam tindakan akan menambah kemungkinan banyak korban nyawa saudara setanah air indonesiagelap,negatif,93.25,negatif,X
@kompascom Nyari tambahan anggaran cuy? Masih kurang bancakan dari MBG anak sekolah? Bangsat! @prabowo #indonesiagelap,mencari tambahan anggaran cuy masih kurang bancakan dari mbg anak sekolah bangsat indonesiagelap,negatif,98.93,negatif,X
Pak Prabowo tidak malukah berteriak berani mati dari podium sementara di lokasi bencana puluhan ribu rakyat sedang benar-benar berjuang antara hidup dan mati? #indonesiagelap,pak prabowo tidak malukah berteriak berani mati dari podium sementara di lokasi bencana puluhan ribu rakyat sedang benar benar berjuang antara hidup dan mati indonesiagelap,positif,91.48,positif,X
Eh? Gimana Bro @emerson_yuntho? @gibran_tweet? Masa sih? ️ Cc: @Dandhy_Laksono #IndonesiaGelap #IndonesiaReset #IndonesiaCemas2045 #Indonesia #NKRI https://t.co/EgmuoVDRpD,eh bagaimana saudara laki-laki masa sih cc indonesiagelap indonesiareset indonesiacemas indonesia nkri,negatif,98.13,negatif,X
@ApaAja22313 @VeritasArdentur Sebenarnya bahasa inggeris bukan satu penilaian kepintaran manusia. Apa yang lebih penting adalah adab. Tidak ada rasa iri hati atau marah bahkan kasihan melihat kalian. Banjir &amp; sebelum ini #IndonesiaGelap. Moga Allah mudahkan urusan,sebenarnya bahasa inggeris bukan satu penilaian kepintaran manusia apa yang lebih penting adalah adab tidak ada rasa iri hati atau marah bahkan kasihan melihat kalian banjir amp sebelum ini indonesiagelap moga allah mudahkan urusan,positif,78.17,positif,X
Negara menebar/membiarkan perusakan lingkungan rakyat yg menuai bencananya. #IndonesiaNegeriSakit #IndonesiaGelap,negara menebar membiarkan perusakan lingkungan rakyat yang menuai bencananya indonesianegerisakit indonesiagelap,negatif,89.21,negatif,X
Di tengah stiuasi #IndonesiaGelap yang kian gelap ini kami ingin mengucapkan Selamat Natal buat kawan semua. Semoga terang segera datang menyinari. https://t.co/O19LgrXq0Q,di tengah stiuasi indonesiagelap yang kian gelap ini kami ingin mengucapkan selamat natal buat kawan semua semoga terang segera datang menyinari,netral,73.28,netral,X
@guajrdian Yang merusak hutan yang menanam dan yang selama ini menikmati hasilnya tidak dihukum??? @prabowo #indonesiagelap,yang merusak hutan yang menanam dan yang selama ini menikmati hasilnya tidak dihukum indonesiagelap,negatif,95.29,negatif,X
@KangManto123 Zulhas dan Pemerintah Prabodoh kerja 25 jam sehari n 32 hr sebulang utk pangan murah TAPI PANGAN MAKIN MAHAL tdk sebanding dgn UMR terus kerja kalian apa coba sebulan ngak kerja pangan malah jadi turunkrn tdk dikorupsi.. #NegeriPejabatBajingan #IndonesiaGelap https://t.co/E7PFi6KgO2,zulhas dan pemerintah prabodoh kerja jam sehari dan hari sebulang untuk pangan murah tapi pangan makin mahal tidak sebanding dengan umr terus kerja kalian apa coba sebulan ngak kerja pangan bahkan jadi turunkrn tidak dikorupsi negeripejabatbajingan indonesiagelap,negatif,97.91,negatif,X
Habis gelap terbitlah proyek baru. Makanya #IndonesiaGelap terus2an karena banyak yg butuh proyek2 bancakan.,habis gelap terbitlah proyek baru makanya indonesiagelap terusan karena banyak yang butuh proyek bancakan,negatif,90.94,negatif,X
APAKAH INI PENGALIHAN ISU? TIMING yang MENCURIGAKAN: Muncul pasca RK KALAH Pilkada Jakarta 2024 Saat isu nasional panas (#IndonesiaGelap #CabutUUTNI) RK digadang-gadang maju Pilpres 2029 Coincidence atau DESIGN? https://t.co/Co7bqW8Sda,apakah ini pengalihan isu timing yang mencurigakan muncul pasca rk kalah pemilihan kepala daerah jakarta saat isu nasional panas indonesiagelap cabutuutni rk digadang gadang maju pilpres coincidence atau design,netral,93.41,netral,X
:: Saat penjara dipenuhi orang-orang baik yg membela kebenaran fix kalian berada di negeri para Biazingan. #IndonesiaGelap #IndonesiaGelap https://t.co/3RkzjtuMuM,saat penjara dipenuhi orang orang baik yang membela kebenaran fix kalian berada di negeri para biazingan indonesiagelap indonesiagelap,negatif,98.66,negatif,X
@abu_waras Bullshit.. kasusnya apa ga jelas uangnya minjem lg dr bank bumn? Ngeri ga sih jd nasabahnya? #indonesiagelap #copotgantijaksaagung nangkep siplester aj ga mampu @prabowo,bullshit kasusnya apa ga jelas uangnya minjem lagi dr bank bumn ngeri ga sih jadi nasabahnya indonesiagelap copotgantijaksaagung nangkep siplester saja ga mampu,negatif,99.61,negatif,X
Longsor &amp; banjir bandang akan terus terjadi di era #GlobalWarming jika hutan #Indonesia belum pulih Pak @prabowo! Cc: @DPDRI @puanmaharani_ri @DPR_RI @kemenhut_ri @KLH_BPLH @atr_bpn @BNPB_Indonesia @walhinasional #IndonesiaGelap #StopDeforestasi #LakukanReforestasiProgresif https://t.co/yGtyNmVVxb,longsor amp banjir bandang akan terus terjadi di era globalwarming jika hutan indonesia belum pulih pak cc indonesiagelap stopdeforestasi lakukanreforestasiprogresif,netral,99.04,netral,X
